title,abstract,ai_generated,is_ai_generated
Order of Epitaxial Self-Assembled Quantum Dots: Linear Analysis,"This research paper presents a linear analysis of the order of epitaxial self-assembled quantum dots. The study shows that the order of quantum dots can be controlled by adjusting the growth parameters. The researchers also discovered that the quantum dots' order affects their optical properties, which could have implications for their use in applications such as solar cells and lasers. The findings suggest that controlling the order of quantum dots can enhance their performance in various technological applications.",True,1
Dynamical Objects for Cohomologically Expanding Maps,"  The goal of this paper is to construct invariant dynamical objects for a (not
necessarily invertible) smooth self map of a compact manifold. We prove a
result that takes advantage of differences in rates of expansion in the terms
of a sheaf cohomological long exact sequence to create unique lifts of finite
dimensional invariant subspaces of one term of the sequence to invariant
subspaces of the preceding term. This allows us to take invariant cohomological
classes and under the right circumstances construct unique currents of a given
type, including unique measures of a given type, that represent those classes
and are invariant under pullback. A dynamically interesting self map may have a
plethora of invariant measures, so the uniquess of the constructed currents is
important. It means that if local growth is not too big compared to the growth
rate of the cohomological class then the expanding cohomological class gives
sufficient ""marching orders"" to the system to prohibit the formation of any
other such invariant current of the same type (say from some local dynamical
subsystem). Because we use subsheaves of the sheaf of currents we give
conditions under which a subsheaf will have the same cohomology as the sheaf
containing it. Using a smoothing argument this allows us to show that the sheaf
cohomology of the currents under consideration can be canonically identified
with the deRham cohomology groups. Our main theorem can be applied in both the
smooth and holomorphic setting.
",False,0
Dynamical Objects for Cohomologically Expanding Maps,"This research paper focuses on the study of dynamical objects for cohomologically expanding maps. The primary theme is to investigate the behavior of invariant measures, Lyapunov exponents, and entropy for such maps. The paper presents indispensable findings that establish the existence of unique equilibrium states for certain classes of cohomologically expanding maps. These results provide a deeper understanding of the dynamics of these maps and have significant implications for various fields, including probability theory and mathematical physics.",True,1
"Coincidence of the oscillations in the dipole transition and in the
  persistent current of narrow quantum rings with two electrons","  The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with
two electrons has been studied and has been explained in an analytical way, the
evolution of the period and amplitudes against the magnetic field can be
exactly described. Furthermore, the dipole transition of the ground state was
found to have essentially two frequencies, their difference appears as an
oscillation matching the oscillation of the persistent current exactly. A
number of equalities relating the observables and dynamical parameters have
been found.
",False,0
"Coincidence of the oscillations in the dipole transition and in the
  persistent current of narrow quantum rings with two electrons","This research paper investigates the coincidence of oscillations in the dipole transition and persistent current of narrow quantum rings that contain two electrons. By studying the dependence of the dipole transition and persistent current on the external magnetic field and the width of the ring, we show that the two oscillations occur simultaneously. We find that the frequency of the oscillations increases with the magnetic field, but the amplitude decreases with increasing ring width. Our results provide insight into the intricate interplay between the dipole transition and persistent current in narrow quantum rings, which could have implications for the design of future electronic devices.",True,1
"The decomposition method and Maple procedure for finding first integrals
  of nonlinear PDEs of any order with any number of independent variables","  In present paper we propose seemingly new method for finding solutions of
some types of nonlinear PDEs in closed form. The method is based on
decomposition of nonlinear operators on sequence of operators of lower orders.
It is shown that decomposition process can be done by iterative procedure(s),
each step of which is reduced to solution of some auxiliary PDEs system(s) for
one dependent variable. Moreover, we find on this way the explicit expression
of the first-order PDE(s) for first integral of decomposable initial PDE.
Remarkably that this first-order PDE is linear if initial PDE is linear in its
highest derivatives.
  The developed method is implemented in Maple procedure, which can really
solve many of different order PDEs with different number of independent
variables. Examples of PDEs with calculated their general solutions demonstrate
a potential of the method for automatic solving of nonlinear PDEs.
",False,0
"The decomposition method and Maple procedure for finding first integrals
  of nonlinear PDEs of any order with any number of independent variables","The research paper discusses the decomposition method and Maple procedure for finding first integrals of nonlinear partial differential equations (PDEs) with any order and any number of independent variables. The paper emphasizes the importance of first integrals in understanding the behavior and solving PDEs, and presents a detailed algorithm for using the decomposition method and Maple procedure to find these integrals. The findings of the research show that the proposed method is effective and efficient in finding first integrals for a wide range of nonlinear PDEs, making it a valuable tool for researchers and practitioners in the field of mathematical modeling.",True,1
Why there is something rather than nothing (out of everything)?,"  The path integral over Euclidean geometries for the recently suggested
density matrix of the Universe is shown to describe a microcanonical ensemble
in quantum cosmology. This ensemble corresponds to a uniform (weight one)
distribution in phase space of true physical variables, but in terms of the
observable spacetime geometry it is peaked about complex saddle-points of the
{\em Lorentzian} path integral. They are represented by the recently obtained
cosmological instantons limited to a bounded range of the cosmological
constant. Inflationary cosmologies generated by these instantons at late stages
of expansion undergo acceleration whose low-energy scale can be attained within
the concept of dynamically evolving extra dimensions. Thus, together with the
bounded range of the early cosmological constant, this cosmological ensemble
suggests the mechanism of constraining the landscape of string vacua and,
simultaneously, a possible solution to the dark energy problem in the form of
the quasi-equilibrium decay of the microcanonical state of the Universe.
",False,0
Why there is something rather than nothing (out of everything)?,"This research paper explores the philosophical question of why there is something rather than nothing. Through an examination of metaphysical theories and scientific evidence, the paper argues that the existence of something can be explained through the principles of causation and contingency. The paper also considers the implications of this question for our understanding of reality and the universe. Ultimately, the research concludes that the question of why there is something rather than nothing may never be fully answered, but that ongoing inquiry and exploration are essential to our understanding of the world around us.",True,1
A Universality in PP-Waves,"  We discuss a universality property of any covariant field theory in
space-time expanded around pp-wave backgrounds. According to this property the
space-time lagrangian density evaluated on a restricted set of field
configurations, called universal sector, turns out to be same around all the
pp-waves, even off-shell, with same transverse space and same profiles for the
background scalars. In this paper we restrict our discussion to tensorial
fields only. In the context of bosonic string theory we consider on-shell
pp-waves and argue that universality requires the existence of a universal
sector of world-sheet operators whose correlation functions are insensitive to
the pp-wave nature of the metric and the background gauge flux. Such results
can also be reproduced using the world-sheet conformal field theory. We also
study such pp-waves in non-polynomial closed string field theory (CSFT). In
particular, we argue that for an off-shell pp-wave ansatz with flat transverse
space and dilaton independent of transverse coordinates the field redefinition
relating the low energy effective field theory and CSFT with all the massive
modes integrated out is at most quadratic in fields. Because of this
simplification it is expected that the off-shell pp-waves can be identified on
the two sides. Furthermore, given the massless pp-wave field configurations, an
iterative method for computing the higher massive modes using the CSFT
equations of motion has been discussed. All our bosonic string theory analyses
can be generalised to the common Neveu-Schwarz sector of superstrings.
",False,0
A Universality in PP-Waves,"The paper ""A Universality in PP-Waves"" explores the concept of universality in the context of particle scattering in plane wave backgrounds. The primary theme of the research is to investigate whether certain properties of particle scattering in plane wave backgrounds are universal across different theories. Through extensive calculations and analysis, the authors conclude that certain aspects of particle scattering in plane wave backgrounds are indeed universal, suggesting deeper underlying principles at play. This research sheds light on the fundamental nature of particle physics and has implications for future theoretical developments.",True,1
Some new experimental photonic flame effect features,"  The results of the spectral, energetical and temporal characteristics of
radiation in the presence of the photonic flame effect are presented.
Artificial opal posed on Cu plate at the temperature of liquid nitrogen boiling
point (77 K) being irradiated by nanosecond ruby laser pulse produces long-
term luminiscence with a duration till ten seconds with a finely structured
spectrum in the the antistocks part of the spectrum. Analogous visible
luminescence manifesting time delay appeared in other samples of the artificial
opals posed on the same plate. In the case of the opal infiltrated with
different nonlinear liquids the threshold of the luminiscence is reduced and
the spatial disribution of the bright emmiting area on the opal surface is
being changed. In the case of the putting the frozen nonlinear liquids on the
Cu plate long-term blue bright luminiscence took place in the frozen species of
the liquids. Temporal characteristics of this luminiscence are nearly the same
as in opal matrixes.
",False,0
Some new experimental photonic flame effect features,"This research paper presents some new experimental photonic flame effect features, including the effects of fuel type, fuel-to-air ratio, and flame height on flame luminosity and spectral characteristics. The results show that the fuel type and fuel-to-air ratio significantly affect the flame luminosity and spectral characteristics. Furthermore, the findings suggest that the flame height has a minimal effect on these features. These results can be useful in designing photonic flame effects for various applications, including entertainment and safety systems.",True,1
"A general approach to statistical modeling of physical laws:
  nonparametric regression","  Statistical modeling of experimental physical laws is based on the
probability density function of measured variables. It is expressed by
experimental data via a kernel estimator. The kernel is determined objectively
by the scattering of data during calibration of experimental setup. A physical
law, which relates measured variables, is optimally extracted from experimental
data by the conditional average estimator. It is derived directly from the
kernel estimator and corresponds to a general nonparametric regression. The
proposed method is demonstrated by the modeling of a return map of noisy
chaotic data. In this example, the nonparametric regression is used to predict
a future value of chaotic time series from the present one. The mean predictor
error is used in the definition of predictor quality, while the redundancy is
expressed by the mean square distance between data points. Both statistics are
used in a new definition of predictor cost function. From the minimum of the
predictor cost function, a proper number of data in the model is estimated.
",False,0
"A general approach to statistical modeling of physical laws:
  nonparametric regression","This research paper proposes a general approach to statistical modeling of physical laws, with a focus on nonparametric regression. The primary theme is to develop a flexible and robust method to estimate the relationship between physical variables without making assumptions about the functional form of the underlying relationship. The significant findings indicate that the proposed approach can handle complex data and provide accurate predictions. The study concludes that nonparametric regression can be a valuable tool for model selection and prediction in physical sciences.",True,1
Real Options for Project Schedules (ROPS),"  Real Options for Project Schedules (ROPS) has three recursive
sampling/optimization shells. An outer Adaptive Simulated Annealing (ASA)
optimization shell optimizes parameters of strategic Plans containing multiple
Projects containing ordered Tasks. A middle shell samples probability
distributions of durations of Tasks. An inner shell samples probability
distributions of costs of Tasks. PATHTREE is used to develop options on
schedules.. Algorithms used for Trading in Risk Dimensions (TRD) are applied to
develop a relative risk analysis among projects.
",False,0
Real Options for Project Schedules (ROPS),"This research paper explores the application of real options theory to project scheduling decision-making. The concept of real options allows project managers to make more informed decisions by considering the value of flexibility and the ability to adjust project schedules based on new information. The study presents a framework for implementing Real Options for Project Schedules (ROPS), which involves identifying critical decision points and evaluating the value of different scheduling options. The framework is applied to a case study of a construction project, demonstrating the potential benefits of using ROPS in project management. Results suggest that ROPS can help project managers make more informed decisions, reduce project risks, and improve project outcomes. The paper concludes with a discussion of the implications of ROPS for project management theory and practice.",True,1
"Geometry of Locally Compact Groups of Polynomial Growth and Shape of
  Large Balls","  We get asymptotics for the volume of large balls in an arbitrary locally
compact group G with polynomial growth. This is done via a study of the
geometry of G and a generalization of P. Pansu's thesis. In particular, we show
that any such G is weakly commensurable to some simply connected solvable Lie
group S, the Lie shadow of G. We also show that large balls in G have an
asymptotic shape, i.e. after a suitable renormalization, they converge to a
limiting compact set which can be interpreted geometrically. We then discuss
the speed of convergence, treat some examples and give an application to
ergodic theory. We also answer a question of Burago about left invariant
metrics and recover some results of Stoll on the irrationality of growth series
of nilpotent groups.
",False,0
"Geometry of Locally Compact Groups of Polynomial Growth and Shape of
  Large Balls","The research paper titled ""Geometry of Locally Compact Groups of Polynomial Growth and Shape of Large Balls"" studies the geometry of locally compact groups of polynomial growth and their corresponding large balls. The paper presents several results related to the shape and size of large balls in these groups, including the existence of a lower bound on the size of large balls in groups of polynomial growth and the characterization of the shape of large balls in groups with different growth rates. Additionally, the paper explores the relationship between the geometry of these groups and their properties, such as amenability and property (T), and concludes with a discussion of open questions and future directions for research in this area. Overall, the research provides valuable insights into the structure and geometry of locally compact groups of polynomial growth, with implications for various areas of mathematics and beyond.",True,1
Sparsely-spread CDMA - a statistical mechanics based analysis,"  Sparse Code Division Multiple Access (CDMA), a variation on the standard CDMA
method in which the spreading (signature) matrix contains only a relatively
small number of non-zero elements, is presented and analysed using methods of
statistical physics. The analysis provides results on the performance of
maximum likelihood decoding for sparse spreading codes in the large system
limit. We present results for both cases of regular and irregular spreading
matrices for the binary additive white Gaussian noise channel (BIAWGN) with a
comparison to the canonical (dense) random spreading code.
",False,0
Sparsely-spread CDMA - a statistical mechanics based analysis,"This research paper presents an analysis of Sparsely-spread Code Division Multiple Access (CDMA) using statistical mechanics principles. The CDMA technique is widely used in wireless communication systems due to its multi-user capability and high spectral efficiency. However, when the number of users is large, the CDMA system becomes congested, leading to a decrease in its performance. In this paper, we investigate the sparsely-spread CDMA scenario, where only a small fraction of users are active at any given time. We develop a statistical mechanics-based approach to analyze the system's performance and derive the phase diagram of the system. Our results show that the sparsely-spread CDMA system exhibits a phase transition from a congested phase to a non-congested phase, with a critical point that depends on the system's parameters. This study provides insights into the behavior of sparsely-spread CDMA systems and can be used to optimize their performance and design.",True,1
Topology Change of Black Holes,"  The topological structure of the event horizon has been investigated in terms
of the Morse theory. The elementary process of topological evolution can be
understood as a handle attachment. It has been found that there are certain
constraints on the nature of black hole topological evolution: (i) There are n
kinds of handle attachments in (n+1)-dimensional black hole space-times. (ii)
Handles are further classified as either of black or white type, and only black
handles appear in real black hole space-times. (iii) The spatial section of an
exterior of the black hole region is always connected. As a corollary, it is
shown that the formation of a black hole with an S**(n-2) x S**1 horizon from
that with an S**(n-1) horizon must be non-axisymmetric in asymptotically flat
space-times.
",False,0
Topology Change of Black Holes,"This research paper explores the phenomenon of topology change of black holes, which occurs when the topology of the event horizon transitions from a spherical shape to a non-spherical shape. Through extensive simulations and mathematical modelling, the paper presents evidence that this topology change is a common occurrence in the evolution of black holes. The paper also argues that this phenomenon may have significant implications for our understanding of gravitational waves and the structure of the universe. Ultimately, the paper concludes that topology change of black holes is an important area of study that warrants further research and investigation.",True,1
"A geometric realization of sl(6,C)","  Given an orientable weakly self-dual manifold X of rank two, we build a
geometric realization of the Lie algebra sl(6,C) as a naturally defined algebra
L of endomorphisms of the space of differential forms of X. We provide an
explicit description of Serre generators in terms of natural generators of L.
This construction gives a bundle on X which is related to the search for a
natural Gauge theory on X. We consider this paper as a first step in the study
of a rich and interesting algebraic structure.
",False,0
"A geometric realization of sl(6,C)","This research paper presents a novel geometric realization of the Lie algebra sl(6,C). The Lie algebra sl(6,C) is an important object in mathematics and has applications in areas such as physics and representation theory. In this paper, we construct a geometric object using the Grassmannian manifold and show that it has the same Lie algebra structure as sl(6,C). We provide explicit calculations to demonstrate this result and discuss the implications of our construction. This geometric realization of sl(6,C) provides a new perspective on the structure of this Lie algebra and may lead to new insights in related fields.",True,1
Rigid subsets of symplectic manifolds,"  We show that there is an hierarchy of intersection rigidity properties of
sets in a closed symplectic manifold: some sets cannot be displaced by
symplectomorphisms from more sets than the others. We also find new examples of
rigidity of intersections involving, in particular, specific fibers of moment
maps of Hamiltonian torus actions, monotone Lagrangian submanifolds (following
the works of P.Albers and P.Biran-O.Cornea), as well as certain, possibly
singular, sets defined in terms of Poisson-commutative subalgebras of smooth
functions. In addition, we get some geometric obstructions to semi-simplicity
of the quantum homology of symplectic manifolds. The proofs are based on the
Floer-theoretical machinery of partial symplectic quasi-states.
",False,0
Rigid subsets of symplectic manifolds,"The research paper titled ""Rigid subsets of symplectic manifolds"" focuses on the study of subsets of symplectic manifolds that are rigid in the sense that they cannot be deformed without changing their symplectic structure. The authors prove that certain classes of subsets, such as Lagrangian submanifolds, are rigid and investigate the consequences of this rigidity on the geometry and topology of the symplectic manifold. The paper concludes with a discussion on the implications of these results for the study of Hamiltonian dynamics on symplectic manifolds. Overall, the paper provides important insights into the behavior of symplectic manifolds and their subsets under deformation.",True,1
Half-metallic silicon nanowires,"  From first-principles calculations, we predict that transition metal (TM)
atom doped silicon nanowires have a half-metallic ground state. They are
insulators for one spin-direction, but show metallic properties for the
opposite spin direction. At high coverage of TM atoms, ferromagnetic silicon
nanowires become metallic for both spin-directions with high magnetic moment
and may have also significant spin-polarization at the Fermi level. The
spin-dependent electronic properties can be engineered by changing the type of
dopant TM atoms, as well as the diameter of the nanowire. Present results are
not only of scientific interest, but can also initiate new research on
spintronic applications of silicon nanowires.
",False,0
Half-metallic silicon nanowires,"This research paper investigates the electronic and magnetic properties of half-metallic silicon nanowires using density functional theory calculations. The results show that the nanowires exhibit half-metallic behavior with 100% spin polarization at the Fermi level. The magnetic moment is found to be mainly localized on the surface atoms of the nanowires, resulting in a reduced magnetic moment compared to bulk silicon. The study suggests that half-metallic silicon nanowires could have potential applications in spintronics and magnetic storage devices.",True,1
"Placeholder Substructures III: A Bit-String-Driven ''Recipe Theory'' for
  Infinite-Dimensional Zero-Divisor Spaces","  Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from
N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent
singularities and, as N approaches infinite, fractals -- and thereby,scale-free
networks. Any integer greater than 8 and not a power of 2 generates a
meta-fractal or ""Sky"" when it is interpreted as the ""strut constant"" (S) of an
ensemble of octahedral vertex figures called ""Box-Kites"" (the fundamental
building blocks of ZDs). Remarkably simple bit-manipulation rules or ""recipes""
provide tools for transforming one fractal genus into others within the context
of Wolfram's Class 4 complexity.
",False,0
"Placeholder Substructures III: A Bit-String-Driven ''Recipe Theory'' for
  Infinite-Dimensional Zero-Divisor Spaces","This paper presents a new approach to the study of infinite-dimensional zero-divisor spaces by introducing a bit-string-driven recipe theory. The theory is based on the notion of placeholder substructures, which provides a flexible framework for constructing and manipulating zero-divisor spaces. We demonstrate the effectiveness of our approach by applying it to several examples of infinite-dimensional zero-divisor spaces, including those arising in algebraic geometry and functional analysis. Our results show that the bit-string-driven recipe theory provides a powerful tool for studying the properties of these spaces and offers insights into their underlying structures. Overall, this paper contributes to the ongoing research in the field of zero-divisor spaces and offers new avenues for future investigations.",True,1
"Langmuir blodgett assembly of densely aligned single walled carbon
  nanotubes from bulk materials","  Single walled carbon nanotubes exhibit advanced electrical and surface
properties useful for high performance nanoelectronics. Important to future
manufacturing of nanotube circuits is large scale assembly of SWNTs into
aligned forms. Despite progress in assembly and oriented synthesis, pristine
SWNTs in aligned and close-packed form remain elusive and needed for high
current, speed and density devices through collective operations of parallel
SWNTs. Here, we develop a Langmuir Blodgett method achieving monolayers of
aligned SWNTs with dense packing, central to which is a non covalent polymer
functionalization by PmPV imparting high solubility and stability of SWNTs in
an organic solvent DCE. Pressure cycling or annealing during LB film
compression reduces hysteresis and facilitates high degree alignment and
packing of SWNTs characterized by microscopy and polarized Raman spectroscopy.
The monolayer SWNTs are readily patterned for device integration by
microfabrication, enabling the highest currents 3mA through the narrowest
regions packed with aligned SWNTs thus far.
",False,0
"Langmuir blodgett assembly of densely aligned single walled carbon
  nanotubes from bulk materials","Carbon nanotubes (CNTs) have promising applications in various fields, such as electronics, energy, and biomedicine. However, their widespread use is limited by difficulties in controlling their alignment and organization. Langmuir-Blodgett (LB) assembly has been shown to be a promising technique for the alignment of CNTs, but the use of bulk materials for this purpose is not well understood. In this research paper, we investigate the use of bulk materials for the LB assembly of densely aligned single-walled carbon nanotubes (SWCNTs). We demonstrate that the LB technique can be used to create highly ordered SWCNT layers with controlled thickness and alignment, using bulk SWCNT powders as the starting material. Our results suggest that LB assembly of SWCNTs from bulk materials is a promising method for the large-scale production of aligned CNT films with potential applications in electronic devices and other fields.",True,1
"Lower ground state due to counter-rotating wave interaction in trapped
  ion system","  We consider a single ion confined in a trap under radiation of two traveling
waves of lasers. In the strong-excitation regime and without the restriction of
Lamb-Dicke limit, the Hamiltonian of the system is similar to a driving
Jaynes-Cummings model without rotating wave approximation (RWA). The approach
we developed enables us to present a complete eigensolutions, which makes it
available to compare with the solutions under the RWA. We find that, the ground
state in our non-RWA solution is energically lower than the counterpart under
the RWA. If we have the ion in the ground state, it is equivalent to a spin
dependent force on the trapped ion. Discussion is made for the difference
between the solutions with and without the RWA, and for the relevant
experimental test, as well as for the possible application in quantum
information processing.
",False,0
"Lower ground state due to counter-rotating wave interaction in trapped
  ion system","This research paper investigates the phenomenon of counter-rotating wave interaction in a trapped ion system and its impact on the ground state. Through theoretical analysis and numerical simulations, we demonstrate that this interaction leads to a lower ground state energy than the single wave case. This finding has significant implications for quantum information processing using trapped ions, as it suggests a more efficient method for ground state preparation. Our results also highlight the importance of considering counter-rotating wave effects in the design of trapped ion experiments.",True,1
"Strained single-crystal Al2O3 grown layer-by-layer on Nb (110) thin
  films","  We report on the layer-by-layer growth of single-crystal Al2O3 thin-films on
Nb (110). Single-crystal Nb films are first prepared on A-plane sapphire,
followed by the evaporation of Al in an O2 background. The first stages of
Al2O3 growth are layer-by-layer with hexagonal symmetry. Electron and x-ray
diffraction measurements indicate the Al2O3 initially grows clamped to the Nb
lattice with a tensile strain near 10%. This strain relaxes with further
deposition, and beyond about 5 nm we observe the onset of island growth.
Despite the asymmetric misfit between the Al2O3 film and the Nb under-layer,
the observed strain is surprisingly isotropic.
",False,0
"Strained single-crystal Al2O3 grown layer-by-layer on Nb (110) thin
  films","This research paper investigates the growth of single-crystal Al2O3 layers on Nb (110) thin films through a layer-by-layer deposition process. The primary theme of the study is to explore the impact of strain on the growth of Al2O3 on Nb (110) thin films and its electronic properties. The essential findings of the study suggest that the strained Al2O3 layers exhibit a unique electronic structure, with the formation of new electronic states near the Fermi level. The study also highlights the potential of strained Al2O3/Nb (110) thin films for the development of novel electronic devices and future applications in the field of materials science.",True,1
Spinor dipolar Bose-Einstein condensates; Classical spin approach,"  Magnetic dipole-dipole interaction dominated Bose-Einstein condensates are
discussed under spinful situations. We treat the spin degrees of freedom as a
classical spin vector, approaching from large spin limit to obtain an effective
minimal Hamiltonian; a version extended from a non-linear sigma model. By
solving the Gross-Pitaevskii equation we find several novel spin textures where
the mass density and spin density are strongly coupled, depending upon trap
geometries due to the long-range and anisotropic natures of the dipole-dipole
interaction.
",False,0
Spinor dipolar Bose-Einstein condensates; Classical spin approach,"This research paper investigates the behavior of spinor dipolar Bose-Einstein condensates from a classical spin approach. The study focuses on the dynamics of the spinor field, where the spin degrees of freedom play a crucial role in the condensate's properties. The paper explores the interplay between the spin and dipolar interactions and their impact on the condensate's stability and coherence. The results obtained from this research provide insights into the behavior of spinor dipolar condensates and their potential applications in quantum sensing and information processing.",True,1
"Nonlinear Dynamics of the Phonon Stimulated Emission in Microwave
  Solid-State Resonator of the Nonautonomous Phaser Generator","  The microwave phonon stimulated emission (SE) has been experimentally and
numerically investigated in a nonautonomous microwave acoustic quantum
generator, called also microwave phonon laser or phaser (see previous works
arXiv:cond-mat/0303188 ; arXiv:cond-mat/0402640 ; arXiv:nlin.CG/0703050)
Phenomena of branching and long-time refractority (absence of the reaction on
the external pulses) for deterministic chaotic and regular processes of SE were
observed in experiments with various levels of electromagnetic pumping. At the
pumping level growth, the clearly depined increasing of the number of
coexisting SE states has been observed both in real physical experiments and in
computer simulations. This confirms the analytical estimations of the branching
density in the phase space. The nature of the refractority of SE pulses is
closely connected with the pointed branching and reflects the crises of strange
attractors, i.e. their collisions with unstable periodic components of the
higher branches of SE states in the nonautonomous microwave phonon laser.
",False,0
"Nonlinear Dynamics of the Phonon Stimulated Emission in Microwave
  Solid-State Resonator of the Nonautonomous Phaser Generator","This research paper explores the nonlinear dynamics of the phonon stimulated emission in a microwave solid-state resonator of the nonautonomous phaser generator. The study investigates the behavior of the system when subjected to external stimuli and analyzes the impact of nonlinearity on the emission of phonons. The research presents a theoretical model and numerical simulations to illustrate the dynamics of the system. The results demonstrate the importance of nonlinearity in the behavior of the phonon stimulated emission, highlighting the potential for developing efficient and robust phaser generators. The findings of this study have significant implications for the field of solid-state quantum electronics and could contribute to the development of new technologies.",True,1
Magnetic Fingerprints of sub-100 nm Fe Nanodots,"  Sub-100 nm nanomagnets not only are technologically important, but also
exhibit complex magnetization reversal behaviors as their dimensions are
comparable to typical magnetic domain wall widths. Here we capture magnetic
""fingerprints"" of 1 billion Fe nanodots as they undergo a single domain to
vortex state transition, using a first-order reversal curve (FORC) method. As
the nanodot size increases from 52 nm to 67 nm, the FORC diagrams reveal
striking differences, despite only subtle changes in their major hysteresis
loops. The 52 nm nanodots exhibit single domain behavior and the coercivity
distribution extracted from the FORC distribution agrees well with a
calculation based on the measured nanodot size distribution. The 58 and 67 nm
nanodots exhibit vortex states, where the nucleation and annihilation of the
vortices are manifested as butterfly-like features in the FORC distribution and
confirmed by micromagnetic simulations. Furthermore, the FORC method gives
quantitative measures of the magnetic phase fractions, and vortex nucleation
and annihilation fields.
",False,0
Magnetic Fingerprints of sub-100 nm Fe Nanodots,"""Magnetic Fingerprints of sub-100 nm Fe Nanodots"" is a research paper that explores the magnetic properties of sub-100 nm iron nanodots. The study aimed to investigate the behavior of these nanodots under different conditions, such as temperature and magnetic field strength. The researchers used a combination of experimental techniques and numerical simulations to study the magnetic properties of the nanodots.
The main findings of the study suggest that the magnetic properties of sub-100 nm Fe nanodots are highly dependent on their size and shape. The researchers found that the magnetic behavior of these nanodots can be manipulated by applying an external magnetic field or changing the temperature. The study also found that the magnetic fingerprints of sub-100 nm Fe nanodots can be used for various applications, such as magnetic data storage and spintronics.
In conclusion, ""Magnetic Fingerprints of sub-100 nm Fe Nanodots"" provides valuable insights into the magnetic properties of sub-100 nm iron nanodots and their potential applications in various fields. The study highlights the importance of understanding the behavior of nanomaterials at the atomic and molecular levels to develop advanced technologies.",True,1
An online repository of Swift/XRT light curves of GRBs,"  Context. Swift data are revolutionising our understanding of Gamma Ray
Bursts. Since bursts fade rapidly, it is desirable to create and disseminate
accurate light curves rapidly.
  Aims. To provide the community with an online repository of X-ray light
curves obtained with Swift. The light curves should be of the quality expected
of published data, but automatically created and updated so as to be
self-consistent and rapidly available. Methods. We have produced a suite of
programs which automatically generates Swift/XRT light curves of GRBs. Effects
of the damage to the CCD, automatic readout-mode switching and pile-up are
appropriately handled, and the data are binned with variable bin durations, as
necessary for a fading source.
  Results. The light curve repository website
(http://www.swift.ac.uk/xrt_curves) contains light curves, hardness ratios and
deep images for every GRB which Swift's XRT has observed. When new GRBs are
detected, light curves are created and updated within minutes of the data
arriving at the UK Swift Science Data Centre.
",False,0
An online repository of Swift/XRT light curves of GRBs,"This research paper presents an online repository of Swift/XRT light curves of Gamma-Ray Bursts (GRBs) observed by the Swift satellite. The primary focus is to provide an easily accessible and user-friendly database for the scientific community to study the temporal behavior of GRBs. The repository contains light curves of 582 GRBs observed by the Swift/XRT telescope from 2004 to 2019. The remarkable finding is that the repository allows for the analysis of the temporal behavior of GRBs in a systematic and efficient manner, leading to better understanding of the physics behind these high-energy phenomena. The conclusion is that the repository will be a valuable resource for future studies of GRBs.",True,1
Counterflow of electrons in two isolated quantum point contacts,"  We study the interaction between two adjacent but electrically isolated
quantum point contacts (QPCs). At high enough source-drain bias on one QPC, the
drive QPC, we detect a finite electric current in the second, unbiased,
detector QPC. The current generated at the detector QPC always flows in the
opposite direction than the current of the drive QPC. The generated current is
maximal, if the detector QPC is tuned to a transition region between its
quantized conductance plateaus and the drive QPC is almost pinched-off. We
interpret this counterflow phenomenon in terms of an asymmetric phonon-induced
excitation of electrons in the leads of the detector QPC.
",False,0
Counterflow of electrons in two isolated quantum point contacts,"The research paper titled ""Counterflow of electrons in two isolated quantum point contacts"" investigates the behavior of electrons in two isolated quantum point contacts (QPCs) in a two-dimensional electron gas. The main theme of the paper is the study of counterflow, where electrons are injected from opposite sides of the QPCs and flow in opposite directions. The authors report that when the QPCs are close together, the counterflow of electrons is suppressed due to the Coulomb interaction between them. However, when the QPCs are separated by a distance larger than the electron wavelength, the counterflow becomes dominant. The paper concludes that the behavior of electrons in QPCs is highly dependent on their distance and Coulomb interaction, and these findings could have implications for the development of new electronic devices.",True,1
PAH emission and star formation in the host of the z~2.56 Cloverleaf QSO,"  We report the first detection of the 6.2micron and 7.7micron infrared `PAH'
emission features in the spectrum of a high redshift QSO, from the Spitzer-IRS
spectrum of the Cloverleaf lensed QSO (H1413+117, z~2.56). The ratio of PAH
features and rest frame far-infrared emission is the same as in lower
luminosity star forming ultraluminous infrared galaxies and in local PG QSOs,
supporting a predominantly starburst nature of the Cloverleaf's huge
far-infrared luminosity (5.4E12 Lsun, corrected for lensing). The Cloverleaf's
period of dominant QSO activity (Lbol ~ 7E13 Lsun) is coincident with an
intense (star formation rate ~1000 Msun/yr) and short (gas exhaustion time
~3E7yr) star forming event.
",False,0
PAH emission and star formation in the host of the z~2.56 Cloverleaf QSO,"This research paper investigates the relationship between polycyclic aromatic hydrocarbon (PAH) emission and star formation in the host galaxy of the z~2.56 Cloverleaf quasar. Using high-resolution infrared spectroscopy data from the Spitzer Space Telescope, the study found a strong correlation between PAH emission and star formation rate. The results also suggest that the Cloverleaf quasar’s host galaxy is undergoing a phase of intense star formation, which is likely triggered by mergers or interactions with neighboring galaxies. These findings contribute to our understanding of the interplay between quasar activity and star formation in distant galaxies.",True,1
